Text,Datatype,token_count
can you tell me if WOME is good coin to buy early on pump fun website?,Question,19
Walmart and Qvarden Token are going to be merged. Easiest money in my life,Neutral sentiment,21
"Great news!! I registered with AEX exchange today, they have a Texas Hold'em event,
you can win money every day, up to 2000USDT!
And there are discounts for to sign up!",Neutral sentiment,44
That's my laptop ! =. I have the exact same Lenovo one,Neutral sentiment,15
He's threatened by it. After watching this videos I am buying more.,Negative,16
A diverse pool of asset classes are needed in order to create a sustainable global economy and fostering a stable human society.,Neutral sentiment,24
"This team saves millions of people's money every day.
#Icloud__boss1 This man deserves the Nobel Peace Prize, $50,000,000, and an unreleased private jet&",Neutral sentiment,40
I am working on crypto This is a very amazing crypto currency token that is going to be launched with a very low starting price #FRGX #bnb #crypto,Question,33
"9:24 disagree. Money is reliant on the internet. If the grid goes down and the internet fails, we will probably go back to barter & trading.",Negative,34
"Banks are now providing USD instead of gold, so we are using paper money. So for some reason if USA banks close the USD currency,  then what will happen to crypto?
USD is based on gold, so crypto is based on what? If I go to somewhere for digging gold I might need to use mining machines, So I can get the gold and sell it or maybe keep it. On crypto how is it working?",Question,90
i knew this way ahead of everybody else. the way i had said it was. bitcoin is going to be the 100$ bills and doge  coin is gonna be the pocket change. now look lmao,Negative,45
"I think the pandemic has taught people a big lesson, having one stream of income is not really a good idea cause your job doesn't secure your financial needs. The pandemic has really set out business minded people from the rest that is why I'm so lucky to be among the investors trading with Mrs regina richard as his student it's been success and happiness since the beginning of my trades.",Negative,80
"Youtubers: This is not financial advice.
*Proceeds to tell you where to put your money.*",Neutral sentiment,24
this was probably discussed when they met. And the fact that kris is thinking along these lines at all means that he has no interest in raising the price of cronos and it is that way of thinking that scares the crap out of me. I have been buying cro for 4 years now to no avail. I have already sold before it plunges and bought Xrp,Negative,76
Awsome how full of true mixed with totally wrong fact you mix up together. You are the best scamer ever.,Noise,25
"Not a scam, but a hype that is used professionally by fraudsters. But hopefully it is only a matter of time before the real price of the value levels off and the real use cases finally find their application and significance, because the technology behind them is long overdue and necessary.",Negative,57
Wow the box is painted red. It must be from the dark web =,Noise,17
"DKHFBm8kGmoogEDLC3HmpSFPmei8tTdgBBGzSZ4DkZ5S

Solana network, please i want start to , i dont have money",Noise,48
"I have watched this whole video, but still don't really understand.
Am i that stupid ? So 1 bitcoin is stored by many computers around the world ?? And how do you create your own bitcoin out of nothing ?",Question,45
She Hurd his hhs head page mccudhd shrubs vvvseeyt  Snark bnas Kai. #howIheardthis,Noise,33
80 8K /B 0(G G 2? M/> M/> 9K(> >9? 0 H8G 0 9> 0 8G 0B0$ *!<(G *0 withdraw H8G 0GG =O<û,Noise,92
"His point is that don't buy xrp when price is too high, buy when it is low like that low,",Negative,25
"The best project for privacy/vpn and Internet freedom is absolutely MASQ!! They have a super team,DYOR.
This project can touch 10B Mcap, is possible!!",Neutral sentiment,38
Lmfao imagine listening to Elon and buying a crypto described as a shitcoin so you can have a better future.,Neutral sentiment,25
Bitcoin will not get above 160k. Do you really think blackrock will let that happen!,Negative,21
It's still a crypto currency. Price depends on demand. People are unpredictable. Know there's gonna be some volatility. Only invest what you can afford to lose. Otherwise nervousness will ruin you.,Negative,41
"I made a video on the top 5 cryptos to hold, check them here https://youtu.be/twyosSto3hg",Neutral sentiment,29
"¤¾° ¾Ç ¥ÇÇ ¶¿Í·¾ ¨Ç¯¼¾ ¦°¾° °Í¥¨À¤¿¬¿¦¦Ç° ,¸Ç ¾ ¨¿ ¨¾® ¸Ë°Í¸ °¾¸Í¤¾ ¬Ç° °ÇÇ,¯¨ ¬¿¯¼Ç¨ ¦Ç¶Ç ªÍ°²¿¤ ¹¬Ç ¤¨ ¸Ç ¨Ë¬Ç² ª¾¬Ç ¬¿¡¿ ¤Ç",Noise,138
"Fentanyl crashed the market..not Trump. Tariffs are about Chnia, Mexico Canada..",Objective,20
Olha na minha opinião XRP === da história ainda esse ano!!!,Noise,22
go join the discord so you get to see these vids early,Noise,13
Wow thank you for this. Thats crazy knowledge I didnt know existed. Its exciting and scary to see where the world will go next.,Neutral sentiment,34
DOGE; Department Of Government Efficiëncy (Elon Musk possible installed in Trumps new Office coming year),Noise,25
I'm intrigued by the unique features of Web3 Infinity token. It's not your average token.,Question,21
"17 trillion market cap is the only thing I have to say, the rest is history, great video and it is good for the people that do not know what is this about ====%=%=%=¯=¯=¯",Negative,51
"It appears by the way she's dressed, she went there to get be noticed but she is attractive.",Positive,22
"Global currency? An insane reality charted out in the pits of hell. It will become a system of mass AI surveillance and control forced on the public. The fact that it's headed toward planet earth was once another Bible fairytale like Noah's ark. The truth is you are ignoring what's more obvious than the 800 lb gorilla in the room that you didn't just-happen, God is real but you love your sin, the thing that will fuel the coming apocalypse, and refuse to accept God's only plan of Salvation thru the blood of Jesus.",Negative,115
